Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,1.64452e-06
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,1.76
,
,
,
Label,
TIME,CH1
2.0701e-06,-0.512
2.0705e-06,-0.528
2.0709e-06,-0.52
2.0713e-06,-0.52
2.0717e-06,-0.504
2.0721e-06,-0.488
2.0725e-06,-0.488
2.0729e-06,-0.496
2.0733e-06,-0.496
2.0737e-06,-0.488
2.0741e-06,-0.472
2.0745e-06,-0.464
2.0749e-06,-0.456
2.0753e-06,-0.472
2.0757e-06,-0.472
2.0761e-06,-0.48
2.0765e-06,-0.488
2.0769e-06,-0.488
2.0773e-06,-0.504
2.0777e-06,-0.512
2.0781e-06,-0.528
2.0785e-06,-0.512
2.0789e-06,-0.504
2.0793e-06,-0.512
2.0797e-06,-0.52
2.0801e-06,-0.528
2.0805e-06,-0.528
2.0809e-06,-0.512
2.0813e-06,-0.504
2.0817e-06,-0.504
2.0821e-06,-0.528
2.0825e-06,-0.528
2.0829e-06,-0.536
2.0833e-06,-0.512
2.0837e-06,-0.496
2.0841e-06,-0.488
2.0845e-06,-0.496
2.0849e-06,-0.496
2.0853e-06,-0.496
2.0857e-06,-0.48
2.0861e-06,-0.472
2.0865e-06,-0.464
2.0869e-06,-0.464
2.0873e-06,-0.464
2.0877e-06,-0.448
2.0881e-06,-0.44
2.0885e-06,-0.432
2.0889e-06,-0.432
2.0893e-06,-0.432
2.0897e-06,-0.424
2.0901e-06,-0.416
2.0905e-06,-0.408
2.0909e-06,-0.416
2.0913e-06,-0.432
2.0917e-06,-0.464
2.0921e-06,-0.48
2.0925e-06,-0.496
2.0929e-06,-0.488
2.0933e-06,-0.512
2.0937e-06,-0.528
2.0941e-06,-0.552
2.0945e-06,-0.544
2.0949e-06,-0.544
2.0953e-06,-0.552
2.0957e-06,-0.544
2.0961e-06,-0.56
2.0965e-06,-0.56
2.0969e-06,-0.56
2.0973e-06,-0.56
2.0977e-06,-0.568
2.0981e-06,-0.568
2.0985e-06,-0.584
2.0989e-06,-0.584
2.0993e-06,-0.584
2.0997e-06,-0.56
2.1001e-06,-0.56
2.1005e-06,-0.56
2.1009e-06,-0.56
2.1013e-06,-0.568
2.1017e-06,-0.552
2.1021e-06,-0.536
2.1025e-06,-0.52
2.1029e-06,-0.52
2.1033e-06,-0.528
2.1037e-06,-0.52
2.1041e-06,-0.512
2.1045e-06,-0.488
2.1049e-06,-0.488
2.1053e-06,-0.496
2.1057e-06,-0.52
2.1061e-06,-0.52
2.1065e-06,-0.512
2.1069e-06,-0.52
2.1073e-06,-0.52
2.1077e-06,-0.536
2.1081e-06,-0.56
2.1085e-06,-0.56
2.1089e-06,-0.568
2.1093e-06,-0.552
2.1097e-06,-0.552
2.1101e-06,-0.552
2.1105e-06,-0.576
2.1109e-06,-0.576
2.1113e-06,-0.576
2.1117e-06,-0.56
2.1121e-06,-0.552
2.1125e-06,-0.56
2.1129e-06,-0.584
2.1133e-06,-0.584
2.1137e-06,-0.584
2.1141e-06,-0.576
2.1145e-06,-0.568
2.1149e-06,-0.568
2.1153e-06,-0.576
2.1157e-06,-0.568
2.1161e-06,-0.576
2.1165e-06,-0.568
2.1169e-06,-0.584
2.1173e-06,-0.576
2.1177e-06,-0.568
2.1181e-06,-0.568
2.1185e-06,-0.56
2.1189e-06,-0.544
2.1193e-06,-0.536
2.1197e-06,-0.528
2.1201e-06,-0.52
2.1205e-06,-0.52
2.1209e-06,-0.504
2.1213e-06,-0.48
2.1217e-06,-0.48
2.1221e-06,-0.496
2.1225e-06,-0.504
2.1229e-06,-0.512
2.1233e-06,-0.52
2.1237e-06,-0.528
2.1241e-06,-0.536
2.1245e-06,-0.552
2.1249e-06,-0.552
2.1253e-06,-0.544
2.1257e-06,-0.536
2.1261e-06,-0.544
2.1265e-06,-0.552
2.1269e-06,-0.568
2.1273e-06,-0.56
2.1277e-06,-0.552
2.1281e-06,-0.552
2.1285e-06,-0.56
2.1289e-06,-0.568
2.1293e-06,-0.576
2.1297e-06,-0.568
2.1301e-06,-0.56
2.1305e-06,-0.544
2.1309e-06,-0.544
2.1313e-06,-0.544
2.1317e-06,-0.552
2.1321e-06,-0.552
2.1325e-06,-0.528
2.1329e-06,-0.512
2.1333e-06,-0.504
2.1337e-06,-0.512
2.1341e-06,-0.512
2.1345e-06,-0.504
2.1349e-06,-0.496
2.1353e-06,-0.48
2.1357e-06,-0.48
2.1361e-06,-0.496
2.1365e-06,-0.504
2.1369e-06,-0.496
2.1373e-06,-0.496
2.1377e-06,-0.504
2.1381e-06,-0.536
2.1385e-06,-0.56
2.1389e-06,-0.568
2.1393e-06,-0.576
2.1397e-06,-0.584
2.1401e-06,-0.568
2.1405e-06,-0.576
2.1409e-06,-0.584
2.1413e-06,-0.576
2.1417e-06,-0.584
2.1421e-06,-0.568
2.1425e-06,-0.568
2.1429e-06,-0.576
2.1433e-06,-0.576
2.1437e-06,-0.576
2.1441e-06,-0.584
2.1445e-06,-0.584
2.1449e-06,-0.584
2.1453e-06,-0.592
2.1457e-06,-0.592
2.1461e-06,-0.592
2.1465e-06,-0.576
2.1469e-06,-0.584
2.1473e-06,-0.576
2.1477e-06,-0.584
2.1481e-06,-0.6
2.1485e-06,-0.584
2.1489e-06,-0.584
2.1493e-06,-0.568
2.1497e-06,-0.568
2.1501e-06,-0.576
2.1505e-06,-0.576
2.1509e-06,-0.56
2.1513e-06,-0.552
2.1517e-06,-0.536
2.1521e-06,-0.528
2.1525e-06,-0.528
2.1529e-06,-0.528
2.1533e-06,-0.536
2.1537e-06,-0.536
2.1541e-06,-0.52
2.1545e-06,-0.544
2.1549e-06,-0.568
2.1553e-06,-0.56
2.1557e-06,-0.56
2.1561e-06,-0.544
2.1565e-06,-0.544
2.1569e-06,-0.552
2.1573e-06,-0.568
2.1577e-06,-0.576
2.1581e-06,-0.56
2.1585e-06,-0.552
2.1589e-06,-0.552
2.1593e-06,-0.56
2.1597e-06,-0.576
2.1601e-06,-0.584
2.1605e-06,-0.568
2.1609e-06,-0.544
2.1613e-06,-0.536
2.1617e-06,-0.536
2.1621e-06,-0.552
2.1625e-06,-0.536
2.1629e-06,-0.536
2.1633e-06,-0.528
2.1637e-06,-0.52
2.1641e-06,-0.52
2.1645e-06,-0.512
2.1649e-06,-0.496
2.1653e-06,-0.496
2.1657e-06,-0.472
2.1661e-06,-0.48
2.1665e-06,-0.472
2.1669e-06,-0.48
2.1673e-06,-0.48
2.1677e-06,-0.464
2.1681e-06,-0.464
2.1685e-06,-0.472
2.1689e-06,-0.496
2.1693e-06,-0.52
2.1697e-06,-0.528
2.1701e-06,-0.536
2.1705e-06,-0.536
2.1709e-06,-0.552
2.1713e-06,-0.568
2.1717e-06,-0.576
2.1721e-06,-0.576
2.1725e-06,-0.568
2.1729e-06,-0.576
2.1733e-06,-0.568
2.1737e-06,-0.584
2.1741e-06,-0.568
2.1745e-06,-0.56
2.1749e-06,-0.568
2.1753e-06,-0.568
2.1757e-06,-0.592
2.1761e-06,-0.592
2.1765e-06,-0.584
2.1769e-06,-0.568
2.1773e-06,-0.568
2.1777e-06,-0.568
2.1781e-06,-0.56
2.1785e-06,-0.576
2.1789e-06,-0.568
2.1793e-06,-0.552
2.1797e-06,-0.536
2.1801e-06,-0.536
2.1805e-06,-0.536
2.1809e-06,-0.544
2.1813e-06,-0.528
2.1817e-06,-0.528
2.1821e-06,-0.496
2.1825e-06,-0.496
2.1829e-06,-0.504
2.1833e-06,-0.504
2.1837e-06,-0.504
2.1841e-06,-0.496
2.1845e-06,-0.488
2.1849e-06,-0.504
2.1853e-06,-0.536
2.1857e-06,-0.544
2.1861e-06,-0.552
2.1865e-06,-0.56
2.1869e-06,-0.552
2.1873e-06,-0.568
2.1877e-06,-0.576
2.1881e-06,-0.592
2.1885e-06,-0.592
2.1889e-06,-0.592
2.1893e-06,-0.576
2.1897e-06,-0.568
2.1901e-06,-0.592
2.1905e-06,-0.584
2.1909e-06,-0.584
2.1913e-06,-0.56
2.1917e-06,-0.56
2.1921e-06,-0.544
2.1925e-06,-0.552
2.1929e-06,-0.544
2.1933e-06,-0.528
2.1937e-06,-0.528
2.1941e-06,-0.52
2.1945e-06,-0.52
2.1949e-06,-0.544
2.1953e-06,-0.544
2.1957e-06,-0.528
2.1961e-06,-0.52
2.1965e-06,-0.52
2.1969e-06,-0.528
2.1973e-06,-0.512
2.1977e-06,-0.504
2.1981e-06,-0.488
2.1985e-06,-0.464
2.1989e-06,-0.448
2.1993e-06,-0.448
2.1997e-06,-0.472
2.2001e-06,-0.472
2.2005e-06,-0.48
2.2009e-06,-0.488
2.2013e-06,-0.504
2.2017e-06,-0.512
2.2021e-06,-0.528
2.2025e-06,-0.528
2.2029e-06,-0.528
2.2033e-06,-0.52
2.2037e-06,-0.536
2.2041e-06,-0.544
2.2045e-06,-0.552
2.2049e-06,-0.544
2.2053e-06,-0.544
2.2057e-06,-0.536
2.2061e-06,-0.56
2.2065e-06,-0.576
2.2069e-06,-0.584
2.2073e-06,-0.568
2.2077e-06,-0.552
2.2081e-06,-0.552
2.2085e-06,-0.552
2.2089e-06,-0.552
2.2093e-06,-0.552
2.2097e-06,-0.536
2.2101e-06,-0.52
2.2105e-06,-0.512
2.2109e-06,-0.52
2.2113e-06,-0.52
2.2117e-06,-0.52
2.2121e-06,-0.52
2.2125e-06,-0.512
2.2129e-06,-0.504
2.2133e-06,-0.512
2.2137e-06,-0.512
2.2141e-06,-0.504
2.2145e-06,-0.504
2.2149e-06,-0.496
2.2153e-06,-0.512
2.2157e-06,-0.536
2.2161e-06,-0.552
2.2165e-06,-0.552
2.2169e-06,-0.568
2.2173e-06,-0.568
2.2177e-06,-0.576
2.2181e-06,-0.592
2.2185e-06,-0.592
2.2189e-06,-0.584
2.2193e-06,-0.576
2.2197e-06,-0.584
2.2201e-06,-0.568
2.2205e-06,-0.584
2.2209e-06,-0.584
2.2213e-06,-0.576
2.2217e-06,-0.584
2.2221e-06,-0.576
2.2225e-06,-0.584
2.2229e-06,-0.584
2.2233e-06,-0.592
2.2237e-06,-0.576
2.2241e-06,-0.56
2.2245e-06,-0.56
2.2249e-06,-0.56
2.2253e-06,-0.568
2.2257e-06,-0.552
2.2261e-06,-0.536
2.2265e-06,-0.52
2.2269e-06,-0.512
2.2273e-06,-0.528
2.2277e-06,-0.528
2.2281e-06,-0.528
2.2285e-06,-0.52
2.2289e-06,-0.504
2.2293e-06,-0.488
2.2297e-06,-0.496
2.2301e-06,-0.504
2.2305e-06,-0.512
2.2309e-06,-0.52
2.2313e-06,-0.52
2.2317e-06,-0.536
2.2321e-06,-0.552
2.2325e-06,-0.568
2.2329e-06,-0.568
2.2333e-06,-0.568
2.2337e-06,-0.568
2.2341e-06,-0.568
2.2345e-06,-0.576
2.2349e-06,-0.592
2.2353e-06,-0.6
2.2357e-06,-0.576
2.2361e-06,-0.568
2.2365e-06,-0.56
2.2369e-06,-0.568
2.2373e-06,-0.568
2.2377e-06,-0.568
2.2381e-06,-0.56
2.2385e-06,-0.552
2.2389e-06,-0.544
2.2393e-06,-0.544
2.2397e-06,-0.552
2.2401e-06,-0.528
2.2405e-06,-0.528
2.2409e-06,-0.52
2.2413e-06,-0.512
2.2417e-06,-0.512
2.2421e-06,-0.504
2.2425e-06,-0.48
2.2429e-06,-0.48
2.2433e-06,-0.472
2.2437e-06,-0.464
2.2441e-06,-0.48
2.2445e-06,-0.48
2.2449e-06,-0.464
2.2453e-06,-0.456
2.2457e-06,-0.456
2.2461e-06,-0.464
2.2465e-06,-0.48
2.2469e-06,-0.48
2.2473e-06,-0.504
2.2477e-06,-0.512
2.2481e-06,-0.52
2.2485e-06,-0.536
2.2489e-06,-0.544
2.2493e-06,-0.552
2.2497e-06,-0.552
2.2501e-06,-0.544
2.2505e-06,-0.552
2.2509e-06,-0.576
2.2513e-06,-0.576
2.2517e-06,-0.568
2.2521e-06,-0.568
2.2525e-06,-0.568
2.2529e-06,-0.576
2.2533e-06,-0.584
2.2537e-06,-0.592
2.2541e-06,-0.592
2.2545e-06,-0.584
2.2549e-06,-0.568
2.2553e-06,-0.584
2.2557e-06,-0.592
2.2561e-06,-0.584
2.2565e-06,-0.568
2.2569e-06,-0.56
2.2573e-06,-0.56
2.2577e-06,-0.552
2.2581e-06,-0.56
2.2585e-06,-0.552
2.2589e-06,-0.528
2.2593e-06,-0.512
2.2597e-06,-0.504
2.2601e-06,-0.504
2.2605e-06,-0.504
2.2609e-06,-0.512
2.2613e-06,-0.496
2.2617e-06,-0.504
2.2621e-06,-0.528
2.2625e-06,-0.552
2.2629e-06,-0.56
2.2633e-06,-0.592
2.2637e-06,-0.584
2.2641e-06,-0.576
2.2645e-06,-0.592
2.2649e-06,-0.592
2.2653e-06,-0.616
2.2657e-06,-0.624
2.2661e-06,-0.624
2.2665e-06,-0.632
2.2669e-06,-0.64
2.2673e-06,-0.648
2.2677e-06,-0.64
2.2681e-06,-0.64
2.2685e-06,-0.648
2.2689e-06,-0.64
2.2693e-06,-0.64
2.2697e-06,-0.632
2.2701e-06,-0.632
2.2705e-06,-0.608
2.2709e-06,-0.6
2.2713e-06,-0.584
2.2717e-06,-0.584
2.2721e-06,-0.584
2.2725e-06,-0.576
2.2729e-06,-0.568
2.2733e-06,-0.56
2.2737e-06,-0.552
2.2741e-06,-0.544
2.2745e-06,-0.544
2.2749e-06,-0.536
2.2753e-06,-0.536
2.2757e-06,-0.528
2.2761e-06,-0.528
2.2765e-06,-0.544
2.2769e-06,-0.544
2.2773e-06,-0.544
2.2777e-06,-0.552
2.2781e-06,-0.552
2.2785e-06,-0.568
2.2789e-06,-0.584
2.2793e-06,-0.6
2.2797e-06,-0.616
2.2801e-06,-0.608
2.2805e-06,-0.624
2.2809e-06,-0.608
2.2813e-06,-0.616
2.2817e-06,-0.632
2.2821e-06,-0.632
2.2825e-06,-0.624
2.2829e-06,-0.624
2.2833e-06,-0.616
2.2837e-06,-0.624
2.2841e-06,-0.624
2.2845e-06,-0.616
2.2849e-06,-0.608
2.2853e-06,-0.6
2.2857e-06,-0.592
2.2861e-06,-0.592
2.2865e-06,-0.584
2.2869e-06,-0.584
2.2873e-06,-0.576
2.2877e-06,-0.56
2.2881e-06,-0.544
2.2885e-06,-0.552
2.2889e-06,-0.544
2.2893e-06,-0.544
2.2897e-06,-0.528
2.2901e-06,-0.536
2.2905e-06,-0.536
2.2909e-06,-0.536
2.2913e-06,-0.536
2.2917e-06,-0.528
2.2921e-06,-0.504
2.2925e-06,-0.504
2.2929e-06,-0.512
2.2933e-06,-0.52
2.2937e-06,-0.528
2.2941e-06,-0.528
2.2945e-06,-0.536
2.2949e-06,-0.544
2.2953e-06,-0.544
2.2957e-06,-0.56
2.2961e-06,-0.56
2.2965e-06,-0.552
2.2969e-06,-0.552
2.2973e-06,-0.552
2.2977e-06,-0.56
2.2981e-06,-0.576
2.2985e-06,-0.552
2.2989e-06,-0.552
2.2993e-06,-0.552
2.2997e-06,-0.552
2.3001e-06,-0.568
2.3005e-06,-0.56
2.3009e-06,-0.552
2.3013e-06,-0.544
2.3017e-06,-0.536
2.3021e-06,-0.536
2.3025e-06,-0.56
2.3029e-06,-0.56
2.3033e-06,-0.544
2.3037e-06,-0.536
2.3041e-06,-0.52
2.3045e-06,-0.52
2.3049e-06,-0.528
2.3053e-06,-0.544
2.3057e-06,-0.528
2.3061e-06,-0.544
2.3065e-06,-0.52
2.3069e-06,-0.544
2.3073e-06,-0.544
2.3077e-06,-0.528
2.3081e-06,-0.52
2.3085e-06,-0.52
2.3089e-06,-0.52
2.3093e-06,-0.544
2.3097e-06,-0.552
2.3101e-06,-0.56
2.3105e-06,-0.56
2.3109e-06,-0.552
2.3113e-06,-0.552
2.3117e-06,-0.56
2.3121e-06,-0.592
2.3125e-06,-0.592
2.3129e-06,-0.584
2.3133e-06,-0.592
2.3137e-06,-0.568
2.3141e-06,-0.584
2.3145e-06,-0.584
2.3149e-06,-0.6
2.3153e-06,-0.592
2.3157e-06,-0.584
2.3161e-06,-0.568
2.3165e-06,-0.576
2.3169e-06,-0.568
2.3173e-06,-0.56
2.3177e-06,-0.552
2.3181e-06,-0.544
2.3185e-06,-0.544
2.3189e-06,-0.552
2.3193e-06,-0.56
2.3197e-06,-0.56
2.3201e-06,-0.56
2.3205e-06,-0.552
2.3209e-06,-0.552
2.3213e-06,-0.552
2.3217e-06,-0.544
2.3221e-06,-0.544
2.3225e-06,-0.52
2.3229e-06,-0.512
2.3233e-06,-0.504
2.3237e-06,-0.504
2.3241e-06,-0.512
2.3245e-06,-0.52
2.3249e-06,-0.528
2.3253e-06,-0.52
2.3257e-06,-0.536
2.3261e-06,-0.552
2.3265e-06,-0.56
2.3269e-06,-0.552
2.3273e-06,-0.544
2.3277e-06,-0.552
2.3281e-06,-0.576
2.3285e-06,-0.592
2.3289e-06,-0.584
2.3293e-06,-0.584
2.3297e-06,-0.584
2.3301e-06,-0.584
2.3305e-06,-0.592
2.3309e-06,-0.592
2.3313e-06,-0.6
2.3317e-06,-0.576
2.3321e-06,-0.552
2.3325e-06,-0.56
2.3329e-06,-0.568
2.3333e-06,-0.56
2.3337e-06,-0.56
2.3341e-06,-0.536
2.3345e-06,-0.52
2.3349e-06,-0.512
2.3353e-06,-0.52
2.3357e-06,-0.512
2.3361e-06,-0.504
2.3365e-06,-0.496
2.3369e-06,-0.48
2.3373e-06,-0.488
2.3377e-06,-0.488
2.3381e-06,-0.496
2.3385e-06,-0.488
2.3389e-06,-0.488
2.3393e-06,-0.488
2.3397e-06,-0.512
2.3401e-06,-0.536
2.3405e-06,-0.552
2.3409e-06,-0.56
2.3413e-06,-0.56
2.3417e-06,-0.56
2.3421e-06,-0.568
2.3425e-06,-0.568
2.3429e-06,-0.584
2.3433e-06,-0.584
2.3437e-06,-0.568
2.3441e-06,-0.568
2.3445e-06,-0.568
2.3449e-06,-0.568
2.3453e-06,-0.56
2.3457e-06,-0.552
2.3461e-06,-0.544
2.3465e-06,-0.544
2.3469e-06,-0.552
2.3473e-06,-0.552
2.3477e-06,-0.544
2.3481e-06,-0.528
2.3485e-06,-0.512
2.3489e-06,-0.52
2.3493e-06,-0.52
2.3497e-06,-0.536
2.3501e-06,-0.544
2.3505e-06,-0.536
2.3509e-06,-0.52
2.3513e-06,-0.528
2.3517e-06,-0.536
2.3521e-06,-0.536
2.3525e-06,-0.544
2.3529e-06,-0.528
2.3533e-06,-0.512
2.3537e-06,-0.512
2.3541e-06,-0.52
2.3545e-06,-0.52
2.3549e-06,-0.512
2.3553e-06,-0.52
2.3557e-06,-0.52
2.3561e-06,-0.528
2.3565e-06,-0.56
2.3569e-06,-0.568
2.3573e-06,-0.568
2.3577e-06,-0.56
2.3581e-06,-0.552
2.3585e-06,-0.56
2.3589e-06,-0.576
2.3593e-06,-0.584
2.3597e-06,-0.584
2.3601e-06,-0.56
2.3605e-06,-0.552
2.3609e-06,-0.56
2.3613e-06,-0.568
2.3617e-06,-0.568
2.3621e-06,-0.576
2.3625e-06,-0.56
2.3629e-06,-0.544
2.3633e-06,-0.552
2.3637e-06,-0.552
2.3641e-06,-0.536
2.3645e-06,-0.536
2.3649e-06,-0.536
2.3653e-06,-0.528
2.3657e-06,-0.544
2.3661e-06,-0.544
2.3665e-06,-0.544
2.3669e-06,-0.544
2.3673e-06,-0.536
2.3677e-06,-0.536
2.3681e-06,-0.544
2.3685e-06,-0.536
2.3689e-06,-0.536
2.3693e-06,-0.528
2.3697e-06,-0.52
2.3701e-06,-0.512
2.3705e-06,-0.536
2.3709e-06,-0.544
2.3713e-06,-0.544
2.3717e-06,-0.56
2.3721e-06,-0.56
2.3725e-06,-0.568
2.3729e-06,-0.576
2.3733e-06,-0.584
2.3737e-06,-0.584
2.3741e-06,-0.568
2.3745e-06,-0.584
2.3749e-06,-0.6
2.3753e-06,-0.6
2.3757e-06,-0.592
2.3761e-06,-0.592
2.3765e-06,-0.6
2.3769e-06,-0.6
2.3773e-06,-0.6
2.3777e-06,-0.608
2.3781e-06,-0.592
2.3785e-06,-0.584
2.3789e-06,-0.56
2.3793e-06,-0.552
2.3797e-06,-0.552
2.3801e-06,-0.552
2.3805e-06,-0.552
2.3809e-06,-0.536
2.3813e-06,-0.512
2.3817e-06,-0.512
2.3821e-06,-0.512
2.3825e-06,-0.536
2.3829e-06,-0.528
2.3833e-06,-0.52
2.3837e-06,-0.52
2.3841e-06,-0.52
2.3845e-06,-0.544
2.3849e-06,-0.544
2.3853e-06,-0.536
2.3857e-06,-0.528
2.3861e-06,-0.536
2.3865e-06,-0.544
2.3869e-06,-0.552
2.3873e-06,-0.576
2.3877e-06,-0.576
2.3881e-06,-0.576
2.3885e-06,-0.576
2.3889e-06,-0.576
2.3893e-06,-0.584
2.3897e-06,-0.592
2.3901e-06,-0.592
2.3905e-06,-0.584
2.3909e-06,-0.568
2.3913e-06,-0.568
2.3917e-06,-0.576
2.3921e-06,-0.576
2.3925e-06,-0.576
2.3929e-06,-0.568
2.3933e-06,-0.568
2.3937e-06,-0.568
2.3941e-06,-0.568
2.3945e-06,-0.56
2.3949e-06,-0.544
2.3953e-06,-0.536
2.3957e-06,-0.52
2.3961e-06,-0.528
2.3965e-06,-0.528
2.3969e-06,-0.528
2.3973e-06,-0.52
2.3977e-06,-0.512
2.3981e-06,-0.512
2.3985e-06,-0.528
2.3989e-06,-0.536
2.3993e-06,-0.52
2.3997e-06,-0.52
2.4001e-06,-0.504
2.4005e-06,-0.504
2.4009e-06,-0.504
2.4013e-06,-0.504
2.4017e-06,-0.512
2.4021e-06,-0.512
2.4025e-06,-0.512
2.4029e-06,-0.52
2.4033e-06,-0.536
2.4037e-06,-0.544
2.4041e-06,-0.552
2.4045e-06,-0.544
2.4049e-06,-0.536
2.4053e-06,-0.544
2.4057e-06,-0.56
2.4061e-06,-0.576
2.4065e-06,-0.576
2.4069e-06,-0.584
2.4073e-06,-0.576
2.4077e-06,-0.592
2.4081e-06,-0.592
2.4085e-06,-0.6
2.4089e-06,-0.6
2.4093e-06,-0.584
2.4097e-06,-0.568
2.4101e-06,-0.568
2.4105e-06,-0.56
2.4109e-06,-0.56
2.4113e-06,-0.568
2.4117e-06,-0.568
2.4121e-06,-0.568
2.4125e-06,-0.568
2.4129e-06,-0.576
2.4133e-06,-0.56
2.4137e-06,-0.552
2.4141e-06,-0.536
2.4145e-06,-0.536
2.4149e-06,-0.528
2.4153e-06,-0.528
2.4157e-06,-0.536
2.4161e-06,-0.528
2.4165e-06,-0.512
2.4169e-06,-0.52
2.4173e-06,-0.536
2.4177e-06,-0.544
2.4181e-06,-0.552
2.4185e-06,-0.568
2.4189e-06,-0.568
2.4193e-06,-0.592
2.4197e-06,-0.608
2.4201e-06,-0.616
2.4205e-06,-0.616
2.4209e-06,-0.616
2.4213e-06,-0.616
2.4217e-06,-0.608
2.4221e-06,-0.624
2.4225e-06,-0.608
2.4229e-06,-0.608
2.4233e-06,-0.608
2.4237e-06,-0.608
2.4241e-06,-0.616
2.4245e-06,-0.608
2.4249e-06,-0.6
2.4253e-06,-0.584
2.4257e-06,-0.568
2.4261e-06,-0.56
2.4265e-06,-0.56
2.4269e-06,-0.568
2.4273e-06,-0.56
2.4277e-06,-0.544
2.4281e-06,-0.536
2.4285e-06,-0.512
2.4289e-06,-0.512
2.4293e-06,-0.536
2.4297e-06,-0.52
2.4301e-06,-0.512
2.4305e-06,-0.496
2.4309e-06,-0.48
2.4313e-06,-0.48
2.4317e-06,-0.488
2.4321e-06,-0.48
2.4325e-06,-0.472
2.4329e-06,-0.464
2.4333e-06,-0.48
2.4337e-06,-0.496
2.4341e-06,-0.52
2.4345e-06,-0.528
2.4349e-06,-0.52
2.4353e-06,-0.512
2.4357e-06,-0.528
2.4361e-06,-0.544
2.4365e-06,-0.568
2.4369e-06,-0.568
2.4373e-06,-0.56
2.4377e-06,-0.544
2.4381e-06,-0.552
2.4385e-06,-0.56
2.4389e-06,-0.576
2.4393e-06,-0.576
2.4397e-06,-0.576
2.4401e-06,-0.568
2.4405e-06,-0.576
2.4409e-06,-0.592
2.4413e-06,-0.592
2.4417e-06,-0.6
2.4421e-06,-0.592
2.4425e-06,-0.592
2.4429e-06,-0.576
2.4433e-06,-0.584
2.4437e-06,-0.568
2.4441e-06,-0.552
2.4445e-06,-0.528
2.4449e-06,-0.52
2.4453e-06,-0.504
2.4457e-06,-0.512
2.4461e-06,-0.504
2.4465e-06,-0.496
2.4469e-06,-0.488
2.4473e-06,-0.496
2.4477e-06,-0.496
2.4481e-06,-0.512
2.4485e-06,-0.512
2.4489e-06,-0.52
2.4493e-06,-0.52
2.4497e-06,-0.528
2.4501e-06,-0.544
2.4505e-06,-0.544
2.4509e-06,-0.544
2.4513e-06,-0.536
2.4517e-06,-0.528
2.4521e-06,-0.528
2.4525e-06,-0.544
2.4529e-06,-0.544
2.4533e-06,-0.528
2.4537e-06,-0.512
2.4541e-06,-0.504
2.4545e-06,-0.512
2.4549e-06,-0.52
2.4553e-06,-0.528
2.4557e-06,-0.52
2.4561e-06,-0.496
2.4565e-06,-0.48
2.4569e-06,-0.48
2.4573e-06,-0.488
2.4577e-06,-0.488
2.4581e-06,-0.488
2.4585e-06,-0.48
2.4589e-06,-0.456
2.4593e-06,-0.456
2.4597e-06,-0.456
2.4601e-06,-0.44
2.4605e-06,-0.432
2.4609e-06,-0.416
2.4613e-06,-0.4
2.4617e-06,-0.4
2.4621e-06,-0.4
2.4625e-06,-0.392
2.4629e-06,-0.376
2.4633e-06,-0.368
2.4637e-06,-0.376
2.4641e-06,-0.4
2.4645e-06,-0.432
2.4649e-06,-0.44
2.4653e-06,-0.44
2.4657e-06,-0.448
2.4661e-06,-0.456
2.4665e-06,-0.472
2.4669e-06,-0.48
2.4673e-06,-0.48
2.4677e-06,-0.472
2.4681e-06,-0.464
2.4685e-06,-0.48
2.4689e-06,-0.504
2.4693e-06,-0.488
2.4697e-06,-0.488
2.4701e-06,-0.504
2.4705e-06,-0.488
2.4709e-06,-0.496
2.4713e-06,-0.512
2.4717e-06,-0.512
2.4721e-06,-0.488
2.4725e-06,-0.472
2.4729e-06,-0.464
2.4733e-06,-0.464
2.4737e-06,-0.48
2.4741e-06,-0.472
2.4745e-06,-0.464
2.4749e-06,-0.432
2.4753e-06,-0.416
2.4757e-06,-0.416
2.4761e-06,-0.424
2.4765e-06,-0.416
2.4769e-06,-0.4
2.4773e-06,-0.376
2.4777e-06,-0.36
2.4781e-06,-0.368
2.4785e-06,-0.376
2.4789e-06,-0.368
2.4793e-06,-0.376
2.4797e-06,-0.368
2.4801e-06,-0.376
2.4805e-06,-0.4
2.4809e-06,-0.44
2.4813e-06,-0.44
2.4817e-06,-0.456
2.4821e-06,-0.448
2.4825e-06,-0.456
2.4829e-06,-0.48
2.4833e-06,-0.488
2.4837e-06,-0.488
2.4841e-06,-0.504
2.4845e-06,-0.48
2.4849e-06,-0.48
2.4853e-06,-0.488
2.4857e-06,-0.496
2.4861e-06,-0.496
2.4865e-06,-0.496
2.4869e-06,-0.48
2.4873e-06,-0.48
2.4877e-06,-0.488
2.4881e-06,-0.488
2.4885e-06,-0.48
2.4889e-06,-0.472
2.4893e-06,-0.472
2.4897e-06,-0.48
2.4901e-06,-0.48
2.4905e-06,-0.464
2.4909e-06,-0.456
2.4913e-06,-0.424
2.4917e-06,-0.424
2.4921e-06,-0.424
2.4925e-06,-0.424
2.4929e-06,-0.424
2.4933e-06,-0.408
2.4937e-06,-0.384
2.4941e-06,-0.384
2.4945e-06,-0.384
