Model,MDO32
Firmware Version,1.6.0

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-07
Horizontal Delay,1.64452e-06
Sample Interval,4e-10
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.2
Vertical Position,1.76
,
,
,
Label,
TIME,CH1
1.6453e-06,-0.44
1.6457e-06,-0.424
1.6461e-06,-0.4
1.6465e-06,-0.408
1.6469e-06,-0.416
1.6473e-06,-0.416
1.6477e-06,-0.4
1.6481e-06,-0.376
1.6485e-06,-0.36
1.6489e-06,-0.36
1.6493e-06,-0.368
1.6497e-06,-0.36
1.6501e-06,-0.36
1.6505e-06,-0.36
1.6509e-06,-0.36
1.6513e-06,-0.384
1.6517e-06,-0.408
1.6521e-06,-0.424
1.6525e-06,-0.424
1.6529e-06,-0.44
1.6533e-06,-0.44
1.6537e-06,-0.448
1.6541e-06,-0.464
1.6545e-06,-0.464
1.6549e-06,-0.464
1.6553e-06,-0.448
1.6557e-06,-0.448
1.6561e-06,-0.464
1.6565e-06,-0.464
1.6569e-06,-0.48
1.6573e-06,-0.464
1.6577e-06,-0.456
1.6581e-06,-0.464
1.6585e-06,-0.464
1.6589e-06,-0.472
1.6593e-06,-0.448
1.6597e-06,-0.432
1.6601e-06,-0.424
1.6605e-06,-0.424
1.6609e-06,-0.448
1.6613e-06,-0.448
1.6617e-06,-0.432
1.6621e-06,-0.408
1.6625e-06,-0.4
1.6629e-06,-0.4
1.6633e-06,-0.408
1.6637e-06,-0.408
1.6641e-06,-0.392
1.6645e-06,-0.36
1.6649e-06,-0.352
1.6653e-06,-0.36
1.6657e-06,-0.376
1.6661e-06,-0.376
1.6665e-06,-0.376
1.6669e-06,-0.376
1.6673e-06,-0.392
1.6677e-06,-0.416
1.6681e-06,-0.44
1.6685e-06,-0.44
1.6689e-06,-0.44
1.6693e-06,-0.44
1.6697e-06,-0.44
1.6701e-06,-0.456
1.6705e-06,-0.472
1.6709e-06,-0.48
1.6713e-06,-0.472
1.6717e-06,-0.448
1.6721e-06,-0.44
1.6725e-06,-0.456
1.6729e-06,-0.472
1.6733e-06,-0.496
1.6737e-06,-0.48
1.6741e-06,-0.464
1.6745e-06,-0.44
1.6749e-06,-0.456
1.6753e-06,-0.456
1.6757e-06,-0.456
1.6761e-06,-0.44
1.6765e-06,-0.44
1.6769e-06,-0.424
1.6773e-06,-0.432
1.6777e-06,-0.424
1.6781e-06,-0.416
1.6785e-06,-0.392
1.6789e-06,-0.376
1.6793e-06,-0.368
1.6797e-06,-0.368
1.6801e-06,-0.368
1.6805e-06,-0.352
1.6809e-06,-0.344
1.6813e-06,-0.336
1.6817e-06,-0.336
1.6821e-06,-0.36
1.6825e-06,-0.368
1.6829e-06,-0.384
1.6833e-06,-0.384
1.6837e-06,-0.392
1.6841e-06,-0.416
1.6845e-06,-0.44
1.6849e-06,-0.448
1.6853e-06,-0.44
1.6857e-06,-0.44
1.6861e-06,-0.448
1.6865e-06,-0.464
1.6869e-06,-0.472
1.6873e-06,-0.472
1.6877e-06,-0.456
1.6881e-06,-0.448
1.6885e-06,-0.464
1.6889e-06,-0.472
1.6893e-06,-0.48
1.6897e-06,-0.472
1.6901e-06,-0.448
1.6905e-06,-0.424
1.6909e-06,-0.432
1.6913e-06,-0.448
1.6917e-06,-0.448
1.6921e-06,-0.448
1.6925e-06,-0.432
1.6929e-06,-0.416
1.6933e-06,-0.408
1.6937e-06,-0.432
1.6941e-06,-0.424
1.6945e-06,-0.408
1.6949e-06,-0.384
1.6953e-06,-0.376
1.6957e-06,-0.376
1.6961e-06,-0.376
1.6965e-06,-0.368
1.6969e-06,-0.36
1.6973e-06,-0.352
1.6977e-06,-0.36
1.6981e-06,-0.368
1.6985e-06,-0.4
1.6989e-06,-0.424
1.6993e-06,-0.432
1.6997e-06,-0.432
1.7001e-06,-0.44
1.7005e-06,-0.464
1.7009e-06,-0.472
1.7013e-06,-0.472
1.7017e-06,-0.464
1.7021e-06,-0.464
1.7025e-06,-0.456
1.7029e-06,-0.472
1.7033e-06,-0.472
1.7037e-06,-0.456
1.7041e-06,-0.456
1.7045e-06,-0.448
1.7049e-06,-0.456
1.7053e-06,-0.464
1.7057e-06,-0.472
1.7061e-06,-0.464
1.7065e-06,-0.44
1.7069e-06,-0.424
1.7073e-06,-0.432
1.7077e-06,-0.448
1.7081e-06,-0.44
1.7085e-06,-0.456
1.7089e-06,-0.424
1.7093e-06,-0.408
1.7097e-06,-0.4
1.7101e-06,-0.416
1.7105e-06,-0.408
1.7109e-06,-0.392
1.7113e-06,-0.376
1.7117e-06,-0.352
1.7121e-06,-0.344
1.7125e-06,-0.36
1.7129e-06,-0.36
1.7133e-06,-0.352
1.7137e-06,-0.352
1.7141e-06,-0.36
1.7145e-06,-0.392
1.7149e-06,-0.416
1.7153e-06,-0.424
1.7157e-06,-0.44
1.7161e-06,-0.432
1.7165e-06,-0.44
1.7169e-06,-0.448
1.7173e-06,-0.472
1.7177e-06,-0.472
1.7181e-06,-0.472
1.7185e-06,-0.464
1.7189e-06,-0.456
1.7193e-06,-0.456
1.7197e-06,-0.472
1.7201e-06,-0.464
1.7205e-06,-0.464
1.7209e-06,-0.464
1.7213e-06,-0.456
1.7217e-06,-0.448
1.7221e-06,-0.448
1.7225e-06,-0.44
1.7229e-06,-0.432
1.7233e-06,-0.416
1.7237e-06,-0.424
1.7241e-06,-0.424
1.7245e-06,-0.432
1.7249e-06,-0.408
1.7253e-06,-0.384
1.7257e-06,-0.384
1.7261e-06,-0.384
1.7265e-06,-0.376
1.7269e-06,-0.376
1.7273e-06,-0.36
1.7277e-06,-0.344
1.7281e-06,-0.336
1.7285e-06,-0.336
1.7289e-06,-0.344
1.7293e-06,-0.352
1.7297e-06,-0.352
1.7301e-06,-0.36
1.7305e-06,-0.36
1.7309e-06,-0.392
1.7313e-06,-0.416
1.7317e-06,-0.424
1.7321e-06,-0.424
1.7325e-06,-0.424
1.7329e-06,-0.424
1.7333e-06,-0.448
1.7337e-06,-0.464
1.7341e-06,-0.464
1.7345e-06,-0.464
1.7349e-06,-0.448
1.7353e-06,-0.44
1.7357e-06,-0.448
1.7361e-06,-0.472
1.7365e-06,-0.48
1.7369e-06,-0.472
1.7373e-06,-0.456
1.7377e-06,-0.456
1.7381e-06,-0.456
1.7385e-06,-0.464
1.7389e-06,-0.448
1.7393e-06,-0.44
1.7397e-06,-0.416
1.7401e-06,-0.424
1.7405e-06,-0.432
1.7409e-06,-0.424
1.7413e-06,-0.408
1.7417e-06,-0.392
1.7421e-06,-0.384
1.7425e-06,-0.384
1.7429e-06,-0.384
1.7433e-06,-0.384
1.7437e-06,-0.376
1.7441e-06,-0.36
1.7445e-06,-0.352
1.7449e-06,-0.36
1.7453e-06,-0.368
1.7457e-06,-0.392
1.7461e-06,-0.392
1.7465e-06,-0.4
1.7469e-06,-0.408
1.7473e-06,-0.432
1.7477e-06,-0.456
1.7481e-06,-0.456
1.7485e-06,-0.448
1.7489e-06,-0.44
1.7493e-06,-0.448
1.7497e-06,-0.464
1.7501e-06,-0.472
1.7505e-06,-0.472
1.7509e-06,-0.456
1.7513e-06,-0.44
1.7517e-06,-0.44
1.7521e-06,-0.464
1.7525e-06,-0.48
1.7529e-06,-0.472
1.7533e-06,-0.456
1.7537e-06,-0.448
1.7541e-06,-0.448
1.7545e-06,-0.456
1.7549e-06,-0.464
1.7553e-06,-0.448
1.7557e-06,-0.44
1.7561e-06,-0.424
1.7565e-06,-0.416
1.7569e-06,-0.416
1.7573e-06,-0.408
1.7577e-06,-0.392
1.7581e-06,-0.384
1.7585e-06,-0.368
1.7589e-06,-0.376
1.7593e-06,-0.376
1.7597e-06,-0.368
1.7601e-06,-0.368
1.7605e-06,-0.352
1.7609e-06,-0.36
1.7613e-06,-0.368
1.7617e-06,-0.4
1.7621e-06,-0.408
1.7625e-06,-0.416
1.7629e-06,-0.432
1.7633e-06,-0.432
1.7637e-06,-0.448
1.7641e-06,-0.464
1.7645e-06,-0.456
1.7649e-06,-0.464
1.7653e-06,-0.456
1.7657e-06,-0.456
1.7661e-06,-0.48
1.7665e-06,-0.472
1.7669e-06,-0.464
1.7673e-06,-0.456
1.7677e-06,-0.456
1.7681e-06,-0.456
1.7685e-06,-0.472
1.7689e-06,-0.472
1.7693e-06,-0.464
1.7697e-06,-0.448
1.7701e-06,-0.432
1.7705e-06,-0.432
1.7709e-06,-0.44
1.7713e-06,-0.448
1.7717e-06,-0.432
1.7721e-06,-0.416
1.7725e-06,-0.392
1.7729e-06,-0.392
1.7733e-06,-0.4
1.7737e-06,-0.4
1.7741e-06,-0.384
1.7745e-06,-0.36
1.7749e-06,-0.36
1.7753e-06,-0.352
1.7757e-06,-0.36
1.7761e-06,-0.352
1.7765e-06,-0.352
1.7769e-06,-0.344
1.7773e-06,-0.352
1.7777e-06,-0.376
1.7781e-06,-0.4
1.7785e-06,-0.424
1.7789e-06,-0.416
1.7793e-06,-0.424
1.7797e-06,-0.44
1.7801e-06,-0.456
1.7805e-06,-0.464
1.7809e-06,-0.464
1.7813e-06,-0.456
1.7817e-06,-0.456
1.7821e-06,-0.456
1.7825e-06,-0.456
1.7829e-06,-0.464
1.7833e-06,-0.464
1.7837e-06,-0.472
1.7841e-06,-0.456
1.7845e-06,-0.464
1.7849e-06,-0.472
1.7853e-06,-0.472
1.7857e-06,-0.44
1.7861e-06,-0.44
1.7865e-06,-0.424
1.7869e-06,-0.424
1.7873e-06,-0.432
1.7877e-06,-0.432
1.7881e-06,-0.416
1.7885e-06,-0.392
1.7889e-06,-0.368
1.7893e-06,-0.376
1.7897e-06,-0.384
1.7901e-06,-0.376
1.7905e-06,-0.368
1.7909e-06,-0.36
1.7913e-06,-0.336
1.7917e-06,-0.344
1.7921e-06,-0.36
1.7925e-06,-0.368
1.7929e-06,-0.36
1.7933e-06,-0.368
1.7937e-06,-0.384
1.7941e-06,-0.408
1.7945e-06,-0.432
1.7949e-06,-0.44
1.7953e-06,-0.44
1.7957e-06,-0.44
1.7961e-06,-0.432
1.7965e-06,-0.456
1.7969e-06,-0.464
1.7973e-06,-0.472
1.7977e-06,-0.472
1.7981e-06,-0.448
1.7985e-06,-0.448
1.7989e-06,-0.456
1.7993e-06,-0.464
1.7997e-06,-0.464
1.8001e-06,-0.464
1.8005e-06,-0.456
1.8009e-06,-0.456
1.8013e-06,-0.456
1.8017e-06,-0.456
1.8021e-06,-0.448
1.8025e-06,-0.44
1.8029e-06,-0.424
1.8033e-06,-0.432
1.8037e-06,-0.424
1.8041e-06,-0.424
1.8045e-06,-0.4
1.8049e-06,-0.384
1.8053e-06,-0.376
1.8057e-06,-0.368
1.8061e-06,-0.376
1.8065e-06,-0.368
1.8069e-06,-0.36
1.8073e-06,-0.352
1.8077e-06,-0.344
1.8081e-06,-0.352
1.8085e-06,-0.368
1.8089e-06,-0.384
1.8093e-06,-0.392
1.8097e-06,-0.392
1.8101e-06,-0.408
1.8105e-06,-0.424
1.8109e-06,-0.44
1.8113e-06,-0.44
1.8117e-06,-0.44
1.8121e-06,-0.432
1.8125e-06,-0.44
1.8129e-06,-0.464
1.8133e-06,-0.48
1.8137e-06,-0.472
1.8141e-06,-0.456
1.8145e-06,-0.464
1.8149e-06,-0.48
1.8153e-06,-0.504
1.8157e-06,-0.504
1.8161e-06,-0.512
1.8165e-06,-0.496
1.8169e-06,-0.472
1.8173e-06,-0.472
1.8177e-06,-0.488
1.8181e-06,-0.496
1.8185e-06,-0.472
1.8189e-06,-0.456
1.8193e-06,-0.448
1.8197e-06,-0.44
1.8201e-06,-0.432
1.8205e-06,-0.432
1.8209e-06,-0.416
1.8213e-06,-0.392
1.8217e-06,-0.376
1.8221e-06,-0.376
1.8225e-06,-0.392
1.8229e-06,-0.376
1.8233e-06,-0.36
1.8237e-06,-0.352
1.8241e-06,-0.352
1.8245e-06,-0.36
1.8249e-06,-0.384
1.8253e-06,-0.416
1.8257e-06,-0.416
1.8261e-06,-0.424
1.8265e-06,-0.424
1.8269e-06,-0.448
1.8273e-06,-0.456
1.8277e-06,-0.456
1.8281e-06,-0.456
1.8285e-06,-0.448
1.8289e-06,-0.456
1.8293e-06,-0.464
1.8297e-06,-0.472
1.8301e-06,-0.456
1.8305e-06,-0.448
1.8309e-06,-0.44
1.8313e-06,-0.448
1.8317e-06,-0.464
1.8321e-06,-0.464
1.8325e-06,-0.456
1.8329e-06,-0.44
1.8333e-06,-0.432
1.8337e-06,-0.416
1.8341e-06,-0.432
1.8345e-06,-0.432
1.8349e-06,-0.432
1.8353e-06,-0.416
1.8357e-06,-0.4
1.8361e-06,-0.392
1.8365e-06,-0.392
1.8369e-06,-0.408
1.8373e-06,-0.384
1.8377e-06,-0.384
1.8381e-06,-0.368
1.8385e-06,-0.368
1.8389e-06,-0.376
1.8393e-06,-0.392
1.8397e-06,-0.376
1.8401e-06,-0.376
1.8405e-06,-0.384
1.8409e-06,-0.4
1.8413e-06,-0.424
1.8417e-06,-0.44
1.8421e-06,-0.44
1.8425e-06,-0.448
1.8429e-06,-0.456
1.8433e-06,-0.456
1.8437e-06,-0.464
1.8441e-06,-0.472
1.8445e-06,-0.472
1.8449e-06,-0.456
1.8453e-06,-0.456
1.8457e-06,-0.464
1.8461e-06,-0.472
1.8465e-06,-0.472
1.8469e-06,-0.464
1.8473e-06,-0.464
1.8477e-06,-0.464
1.8481e-06,-0.472
1.8485e-06,-0.464
1.8489e-06,-0.464
1.8493e-06,-0.44
1.8497e-06,-0.44
1.8501e-06,-0.44
1.8505e-06,-0.448
1.8509e-06,-0.44
1.8513e-06,-0.424
1.8517e-06,-0.4
1.8521e-06,-0.384
1.8525e-06,-0.392
1.8529e-06,-0.392
1.8533e-06,-0.384
1.8537e-06,-0.368
1.8541e-06,-0.36
1.8545e-06,-0.336
1.8549e-06,-0.344
1.8553e-06,-0.36
1.8557e-06,-0.368
1.8561e-06,-0.368
1.8565e-06,-0.376
1.8569e-06,-0.392
1.8573e-06,-0.416
1.8577e-06,-0.432
1.8581e-06,-0.432
1.8585e-06,-0.432
1.8589e-06,-0.424
1.8593e-06,-0.424
1.8597e-06,-0.448
1.8601e-06,-0.472
1.8605e-06,-0.472
1.8609e-06,-0.464
1.8613e-06,-0.44
1.8617e-06,-0.424
1.8621e-06,-0.448
1.8625e-06,-0.464
1.8629e-06,-0.464
1.8633e-06,-0.464
1.8637e-06,-0.44
1.8641e-06,-0.432
1.8645e-06,-0.44
1.8649e-06,-0.44
1.8653e-06,-0.44
1.8657e-06,-0.424
1.8661e-06,-0.424
1.8665e-06,-0.424
1.8669e-06,-0.424
1.8673e-06,-0.424
1.8677e-06,-0.4
1.8681e-06,-0.384
1.8685e-06,-0.376
1.8689e-06,-0.376
1.8693e-06,-0.384
1.8697e-06,-0.368
1.8701e-06,-0.36
1.8705e-06,-0.352
1.8709e-06,-0.344
1.8713e-06,-0.352
1.8717e-06,-0.36
1.8721e-06,-0.376
1.8725e-06,-0.392
1.8729e-06,-0.392
1.8733e-06,-0.408
1.8737e-06,-0.424
1.8741e-06,-0.448
1.8745e-06,-0.448
1.8749e-06,-0.448
1.8753e-06,-0.44
1.8757e-06,-0.456
1.8761e-06,-0.464
1.8765e-06,-0.48
1.8769e-06,-0.472
1.8773e-06,-0.464
1.8777e-06,-0.448
1.8781e-06,-0.448
1.8785e-06,-0.464
1.8789e-06,-0.48
1.8793e-06,-0.48
1.8797e-06,-0.464
1.8801e-06,-0.448
1.8805e-06,-0.448
1.8809e-06,-0.448
1.8813e-06,-0.448
1.8817e-06,-0.448
1.8821e-06,-0.44
1.8825e-06,-0.432
1.8829e-06,-0.416
1.8833e-06,-0.432
1.8837e-06,-0.416
1.8841e-06,-0.4
1.8845e-06,-0.384
1.8849e-06,-0.36
1.8853e-06,-0.376
1.8857e-06,-0.36
1.8861e-06,-0.36
1.8865e-06,-0.336
1.8869e-06,-0.344
1.8873e-06,-0.352
1.8877e-06,-0.36
1.8881e-06,-0.392
1.8885e-06,-0.408
1.8889e-06,-0.424
1.8893e-06,-0.432
1.8897e-06,-0.44
1.8901e-06,-0.464
1.8905e-06,-0.48
1.8909e-06,-0.48
1.8913e-06,-0.48
1.8917e-06,-0.472
1.8921e-06,-0.48
1.8925e-06,-0.488
1.8929e-06,-0.488
1.8933e-06,-0.472
1.8937e-06,-0.464
1.8941e-06,-0.464
1.8945e-06,-0.472
1.8949e-06,-0.48
1.8953e-06,-0.488
1.8957e-06,-0.472
1.8961e-06,-0.44
1.8965e-06,-0.432
1.8969e-06,-0.44
1.8973e-06,-0.448
1.8977e-06,-0.448
1.8981e-06,-0.432
1.8985e-06,-0.416
1.8989e-06,-0.392
1.8993e-06,-0.4
1.8997e-06,-0.4
1.9001e-06,-0.4
1.9005e-06,-0.392
1.9009e-06,-0.376
1.9013e-06,-0.36
1.9017e-06,-0.36
1.9021e-06,-0.368
1.9025e-06,-0.36
1.9029e-06,-0.36
1.9033e-06,-0.36
1.9037e-06,-0.368
1.9041e-06,-0.4
1.9045e-06,-0.424
1.9049e-06,-0.432
1.9053e-06,-0.432
1.9057e-06,-0.44
1.9061e-06,-0.432
1.9065e-06,-0.448
1.9069e-06,-0.464
1.9073e-06,-0.472
1.9077e-06,-0.472
1.9081e-06,-0.456
1.9085e-06,-0.44
1.9089e-06,-0.456
1.9093e-06,-0.464
1.9097e-06,-0.48
1.9101e-06,-0.472
1.9105e-06,-0.456
1.9109e-06,-0.464
1.9113e-06,-0.464
1.9117e-06,-0.464
1.9121e-06,-0.456
1.9125e-06,-0.448
1.9129e-06,-0.432
1.9133e-06,-0.432
1.9137e-06,-0.448
1.9141e-06,-0.44
1.9145e-06,-0.416
1.9149e-06,-0.384
1.9153e-06,-0.376
1.9157e-06,-0.376
1.9161e-06,-0.376
1.9165e-06,-0.368
1.9169e-06,-0.36
1.9173e-06,-0.344
1.9177e-06,-0.328
1.9181e-06,-0.328
1.9185e-06,-0.36
1.9189e-06,-0.36
1.9193e-06,-0.36
1.9197e-06,-0.368
1.9201e-06,-0.392
1.9205e-06,-0.408
1.9209e-06,-0.432
1.9213e-06,-0.44
1.9217e-06,-0.44
1.9221e-06,-0.432
1.9225e-06,-0.44
1.9229e-06,-0.456
1.9233e-06,-0.456
1.9237e-06,-0.472
1.9241e-06,-0.448
1.9245e-06,-0.44
1.9249e-06,-0.448
1.9253e-06,-0.456
1.9257e-06,-0.464
1.9261e-06,-0.464
1.9265e-06,-0.464
1.9269e-06,-0.448
1.9273e-06,-0.44
1.9277e-06,-0.448
1.9281e-06,-0.448
1.9285e-06,-0.448
1.9289e-06,-0.44
1.9293e-06,-0.44
1.9297e-06,-0.424
1.9301e-06,-0.432
1.9305e-06,-0.432
1.9309e-06,-0.416
1.9313e-06,-0.4
1.9317e-06,-0.392
1.9321e-06,-0.392
1.9325e-06,-0.4
1.9329e-06,-0.392
1.9333e-06,-0.368
1.9337e-06,-0.36
1.9341e-06,-0.352
1.9345e-06,-0.36
1.9349e-06,-0.384
1.9353e-06,-0.408
1.9357e-06,-0.408
1.9361e-06,-0.416
1.9365e-06,-0.416
1.9369e-06,-0.44
1.9373e-06,-0.456
1.9377e-06,-0.456
1.9381e-06,-0.448
1.9385e-06,-0.448
1.9389e-06,-0.448
1.9393e-06,-0.472
1.9397e-06,-0.48
1.9401e-06,-0.464
1.9405e-06,-0.456
1.9409e-06,-0.44
1.9413e-06,-0.448
1.9417e-06,-0.472
1.9421e-06,-0.472
1.9425e-06,-0.464
1.9429e-06,-0.448
1.9433e-06,-0.432
1.9437e-06,-0.432
1.9441e-06,-0.456
1.9445e-06,-0.456
1.9449e-06,-0.44
1.9453e-06,-0.416
1.9457e-06,-0.4
1.9461e-06,-0.4
1.9465e-06,-0.408
1.9469e-06,-0.408
1.9473e-06,-0.4
1.9477e-06,-0.384
1.9481e-06,-0.36
1.9485e-06,-0.36
1.9489e-06,-0.368
1.9493e-06,-0.384
1.9497e-06,-0.368
1.9501e-06,-0.36
1.9505e-06,-0.36
1.9509e-06,-0.384
1.9513e-06,-0.416
1.9517e-06,-0.424
1.9521e-06,-0.432
1.9525e-06,-0.432
1.9529e-06,-0.432
1.9533e-06,-0.448
1.9537e-06,-0.456
1.9541e-06,-0.464
1.9545e-06,-0.456
1.9549e-06,-0.464
1.9553e-06,-0.456
1.9557e-06,-0.464
1.9561e-06,-0.472
1.9565e-06,-0.464
1.9569e-06,-0.456
1.9573e-06,-0.464
1.9577e-06,-0.456
1.9581e-06,-0.464
1.9585e-06,-0.464
1.9589e-06,-0.456
1.9593e-06,-0.448
1.9597e-06,-0.448
1.9601e-06,-0.448
1.9605e-06,-0.448
1.9609e-06,-0.456
1.9613e-06,-0.432
1.9617e-06,-0.416
1.9621e-06,-0.392
1.9625e-06,-0.392
1.9629e-06,-0.4
1.9633e-06,-0.392
1.9637e-06,-0.376
1.9641e-06,-0.368
1.9645e-06,-0.36
1.9649e-06,-0.368
1.9653e-06,-0.368
1.9657e-06,-0.368
1.9661e-06,-0.368
1.9665e-06,-0.376
1.9669e-06,-0.368
1.9673e-06,-0.408
1.9677e-06,-0.424
1.9681e-06,-0.44
1.9685e-06,-0.44
1.9689e-06,-0.448
1.9693e-06,-0.448
1.9697e-06,-0.456
1.9701e-06,-0.472
1.9705e-06,-0.48
1.9709e-06,-0.48
1.9713e-06,-0.456
1.9717e-06,-0.464
1.9721e-06,-0.472
1.9725e-06,-0.48
1.9729e-06,-0.488
1.9733e-06,-0.488
1.9737e-06,-0.488
1.9741e-06,-0.488
1.9745e-06,-0.496
1.9749e-06,-0.504
1.9753e-06,-0.504
1.9757e-06,-0.496
1.9761e-06,-0.496
1.9765e-06,-0.504
1.9769e-06,-0.504
1.9773e-06,-0.504
1.9777e-06,-0.488
1.9781e-06,-0.488
1.9785e-06,-0.48
1.9789e-06,-0.48
1.9793e-06,-0.488
1.9797e-06,-0.48
1.9801e-06,-0.464
1.9805e-06,-0.432
1.9809e-06,-0.424
1.9813e-06,-0.424
1.9817e-06,-0.44
1.9821e-06,-0.448
1.9825e-06,-0.448
1.9829e-06,-0.456
1.9833e-06,-0.464
1.9837e-06,-0.488
1.9841e-06,-0.488
1.9845e-06,-0.504
1.9849e-06,-0.48
1.9853e-06,-0.472
1.9857e-06,-0.472
1.9861e-06,-0.488
1.9865e-06,-0.504
1.9869e-06,-0.488
1.9873e-06,-0.464
1.9877e-06,-0.448
1.9881e-06,-0.456
1.9885e-06,-0.488
1.9889e-06,-0.504
1.9893e-06,-0.504
1.9897e-06,-0.488
1.9901e-06,-0.464
1.9905e-06,-0.456
1.9909e-06,-0.472
1.9913e-06,-0.48
1.9917e-06,-0.472
1.9921e-06,-0.456
1.9925e-06,-0.44
1.9929e-06,-0.44
1.9933e-06,-0.44
1.9937e-06,-0.432
1.9941e-06,-0.424
1.9945e-06,-0.4
1.9949e-06,-0.384
1.9953e-06,-0.392
1.9957e-06,-0.392
1.9961e-06,-0.376
1.9965e-06,-0.376
1.9969e-06,-0.36
1.9973e-06,-0.368
1.9977e-06,-0.4
1.9981e-06,-0.424
1.9985e-06,-0.44
1.9989e-06,-0.44
1.9993e-06,-0.448
1.9997e-06,-0.464
2.0001e-06,-0.472
2.0005e-06,-0.488
2.0009e-06,-0.488
2.0013e-06,-0.488
2.0017e-06,-0.488
2.0021e-06,-0.488
2.0025e-06,-0.496
2.0029e-06,-0.496
2.0033e-06,-0.488
2.0037e-06,-0.488
2.0041e-06,-0.488
2.0045e-06,-0.48
2.0049e-06,-0.488
2.0053e-06,-0.496
2.0057e-06,-0.48
2.0061e-06,-0.464
2.0065e-06,-0.456
2.0069e-06,-0.464
2.0073e-06,-0.464
2.0077e-06,-0.464
2.0081e-06,-0.456
2.0085e-06,-0.432
2.0089e-06,-0.424
2.0093e-06,-0.424
2.0097e-06,-0.432
2.0101e-06,-0.432
2.0105e-06,-0.408
2.0109e-06,-0.392
2.0113e-06,-0.392
2.0117e-06,-0.384
2.0121e-06,-0.408
2.0125e-06,-0.4
2.0129e-06,-0.392
2.0133e-06,-0.408
2.0137e-06,-0.416
2.0141e-06,-0.448
2.0145e-06,-0.472
2.0149e-06,-0.48
2.0153e-06,-0.488
2.0157e-06,-0.504
2.0161e-06,-0.512
2.0165e-06,-0.512
2.0169e-06,-0.528
2.0173e-06,-0.536
2.0177e-06,-0.512
2.0181e-06,-0.504
2.0185e-06,-0.504
2.0189e-06,-0.504
2.0193e-06,-0.512
2.0197e-06,-0.52
2.0201e-06,-0.504
2.0205e-06,-0.496
2.0209e-06,-0.496
2.0213e-06,-0.496
2.0217e-06,-0.496
2.0221e-06,-0.496
2.0225e-06,-0.488
2.0229e-06,-0.488
2.0233e-06,-0.488
2.0237e-06,-0.496
2.0241e-06,-0.496
2.0245e-06,-0.48
2.0249e-06,-0.472
2.0253e-06,-0.464
2.0257e-06,-0.464
2.0261e-06,-0.464
2.0265e-06,-0.464
2.0269e-06,-0.448
2.0273e-06,-0.424
2.0277e-06,-0.408
2.0281e-06,-0.408
2.0285e-06,-0.424
2.0289e-06,-0.424
2.0293e-06,-0.432
2.0297e-06,-0.44
2.0301e-06,-0.456
2.0305e-06,-0.464
2.0309e-06,-0.488
2.0313e-06,-0.488
2.0317e-06,-0.488
2.0321e-06,-0.48
2.0325e-06,-0.488
2.0329e-06,-0.504
2.0333e-06,-0.52
2.0337e-06,-0.52
2.0341e-06,-0.496
2.0345e-06,-0.48
2.0349e-06,-0.488
2.0353e-06,-0.496
2.0357e-06,-0.52
2.0361e-06,-0.52
2.0365e-06,-0.512
2.0369e-06,-0.496
2.0373e-06,-0.496
2.0377e-06,-0.512
2.0381e-06,-0.504
2.0385e-06,-0.512
2.0389e-06,-0.496
2.0393e-06,-0.488
2.0397e-06,-0.48
2.0401e-06,-0.48
2.0405e-06,-0.48
2.0409e-06,-0.472
2.0413e-06,-0.456
2.0417e-06,-0.448
2.0421e-06,-0.448
2.0425e-06,-0.448
2.0429e-06,-0.448
2.0433e-06,-0.44
2.0437e-06,-0.432
2.0441e-06,-0.432
2.0445e-06,-0.448
2.0449e-06,-0.472
2.0453e-06,-0.472
2.0457e-06,-0.488
2.0461e-06,-0.488
2.0465e-06,-0.496
2.0469e-06,-0.504
2.0473e-06,-0.512
2.0477e-06,-0.512
2.0481e-06,-0.512
2.0485e-06,-0.504
2.0489e-06,-0.504
2.0493e-06,-0.52
2.0497e-06,-0.512
2.0501e-06,-0.504
2.0505e-06,-0.496
2.0509e-06,-0.496
2.0513e-06,-0.512
2.0517e-06,-0.52
2.0521e-06,-0.52
2.0525e-06,-0.512
2.0529e-06,-0.504
2.0533e-06,-0.488
2.0537e-06,-0.504
2.0541e-06,-0.52
2.0545e-06,-0.52
2.0549e-06,-0.512
2.0553e-06,-0.496
2.0557e-06,-0.48
2.0561e-06,-0.48
2.0565e-06,-0.488
2.0569e-06,-0.48
2.0573e-06,-0.48
2.0577e-06,-0.464
2.0581e-06,-0.44
2.0585e-06,-0.448
2.0589e-06,-0.448
2.0593e-06,-0.44
2.0597e-06,-0.44
2.0601e-06,-0.44
2.0605e-06,-0.448
2.0609e-06,-0.464
2.0613e-06,-0.488
2.0617e-06,-0.504
2.0621e-06,-0.504
2.0625e-06,-0.496
2.0629e-06,-0.496
2.0633e-06,-0.512
2.0637e-06,-0.528
2.0641e-06,-0.544
2.0645e-06,-0.544
2.0649e-06,-0.52
2.0653e-06,-0.52
2.0657e-06,-0.528
2.0661e-06,-0.544
2.0665e-06,-0.552
2.0669e-06,-0.552
2.0673e-06,-0.544
2.0677e-06,-0.536
2.0681e-06,-0.536
2.0685e-06,-0.544
2.0689e-06,-0.544
2.0693e-06,-0.536
2.0697e-06,-0.528
